,CHECKINGSTATUS,LOANDURATION,CREDITHISTORY,LOANPURPOSE,LOANAMOUNT,EXISTINGSAVINGS,EMPLOYMENTDURATION,INSTALLMENTPERCENT,SEX,OTHERSONLOAN,CURRENTRESIDENCEDURATION,OWNSPROPERTY,AGE,INSTALLMENTPLANS,HOUSING,EXISTINGCREDITSCOUNT,JOB,DEPENDENTS,TELEPHONE,FOREIGNWORKER,RISK
362,less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,2,real_estate,33,none,rent,1,skilled,1,none,yes,No Risk
363,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,female,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
364,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
365,less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
366,less_0,4,credits_paid_to_date,car_new,365,less_100,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
367,less_0,4,credits_paid_to_date,car_new,2769,less_100,unemployed,1,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
368,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,22,stores,own,1,unskilled,1,none,yes,No Risk
369,less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,1,savings_insurance,19,bank,own,1,unemployed,1,none,yes,No Risk
370,less_0,4,credits_paid_to_date,car_used,309,less_100,less_1,2,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
371,less_0,4,credits_paid_to_date,car_used,2806,100_to_500,4_to_7,3,male,none,2,car_other,24,stores,rent,2,unskilled,1,none,yes,No Risk
372,less_0,4,credits_paid_to_date,education,250,less_100,less_1,1,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
373,less_0,4,credits_paid_to_date,education,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
374,less_0,4,credits_paid_to_date,radio_tv,405,less_100,less_1,2,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
375,less_0,4,credits_paid_to_date,vacation,250,less_100,less_1,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
376,less_0,4,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
377,less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk
378,less_0,4,no_credits,car_new,737,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
379,less_0,4,no_credits,car_used,250,100_to_500,less_1,1,male,none,2,real_estate,30,bank,rent,1,unskilled,1,none,yes,No Risk
380,less_0,4,no_credits,furniture,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
381,less_0,4,prior_payments_delayed,car_new,2677,500_to_1000,1_to_4,3,male,none,3,car_other,26,none,own,1,skilled,2,none,yes,Risk
382,less_0,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,31,stores,own,1,unskilled,1,yes,yes,No Risk
383,less_0,5,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,22,bank,rent,1,unemployed,1,none,yes,No Risk
384,less_0,5,all_credits_paid_back,car_used,250,100_to_500,1_to_4,1,female,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk
385,less_0,5,credits_paid_to_date,appliances,250,less_100,4_to_7,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
386,less_0,5,prior_payments_delayed,furniture,250,less_100,4_to_7,3,male,none,2,car_other,22,bank,rent,1,unskilled,1,none,yes,No Risk
387,less_0,6,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,co-applicant,2,real_estate,27,none,rent,1,skilled,1,none,yes,No Risk
388,less_0,6,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,Risk
389,less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
390,less_0,6,all_credits_paid_back,car_used,250,less_100,unemployed,1,female,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
391,less_0,6,all_credits_paid_back,education,250,100_to_500,less_1,1,male,none,1,real_estate,26,stores,rent,1,skilled,1,none,yes,No Risk
392,less_0,6,prior_payments_delayed,car_used,250,500_to_1000,less_1,1,female,none,1,real_estate,23,stores,rent,1,skilled,1,none,yes,No Risk
393,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
394,less_0,7,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
395,less_0,7,all_credits_paid_back,car_used,250,less_100,1_to_4,1,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
396,less_0,7,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
397,less_0,7,no_credits,car_new,250,less_100,unemployed,2,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk
398,less_0,7,no_credits,car_new,250,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
399,less_0,7,no_credits,repairs,250,100_to_500,unemployed,1,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk
400,less_0,8,all_credits_paid_back,car_new,1170,less_100,less_1,2,male,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk
401,less_0,8,all_credits_paid_back,car_new,1608,less_100,unemployed,2,female,none,3,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk
402,less_0,8,all_credits_paid_back,car_new,2876,less_100,unemployed,1,female,none,1,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk
403,less_0,8,prior_payments_delayed,car_new,3793,less_100,1_to_4,2,male,co-applicant,3,car_other,37,bank,own,1,unemployed,1,yes,yes,No Risk
404,less_0,8,prior_payments_delayed,car_new,4334,less_100,1_to_4,1,male,none,2,unknown,45,stores,own,1,skilled,1,none,yes,No Risk
405,less_0,8,prior_payments_delayed,furniture,2160,less_100,less_1,2,female,none,1,real_estate,32,none,own,1,skilled,1,yes,yes,No Risk
406,less_0,8,prior_payments_delayed,furniture,2842,less_100,1_to_4,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
407,less_0,8,prior_payments_delayed,repairs,701,500_to_1000,1_to_4,3,male,none,3,savings_insurance,43,none,rent,1,skilled,1,none,yes,No Risk
408,less_0,9,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,male,co-applicant,2,savings_insurance,44,stores,own,1,skilled,1,none,yes,No Risk
409,less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,1,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,No Risk
410,less_0,9,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,co-applicant,3,real_estate,22,stores,own,1,unskilled,1,none,yes,No Risk
411,less_0,9,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,real_estate,23,stores,rent,1,skilled,1,none,yes,No Risk
412,less_0,9,all_credits_paid_back,car_used,448,100_to_500,1_to_4,2,male,none,2,real_estate,27,bank,rent,2,unskilled,1,none,yes,No Risk
413,less_0,9,all_credits_paid_back,car_used,687,less_100,less_1,2,female,none,1,savings_insurance,31,stores,own,2,unskilled,1,none,yes,No Risk
414,less_0,9,all_credits_paid_back,car_used,1931,less_100,unemployed,1,female,none,2,real_estate,24,stores,rent,1,unskilled,1,none,yes,No Risk
415,less_0,9,all_credits_paid_back,education,481,less_100,less_1,2,male,none,3,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk
416,less_0,9,all_credits_paid_back,vacation,250,100_to_500,4_to_7,3,female,none,1,real_estate,19,none,own,2,skilled,1,none,yes,No Risk
417,less_0,9,credits_paid_to_date,furniture,1630,less_100,less_1,2,female,none,1,savings_insurance,25,stores,own,1,skilled,1,yes,yes,No Risk
418,less_0,9,credits_paid_to_date,vacation,4308,less_100,less_1,2,female,none,3,savings_insurance,25,stores,own,1,skilled,1,yes,yes,No Risk
419,less_0,9,no_credits,car_new,250,less_100,unemployed,1,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,No Risk
420,less_0,9,prior_payments_delayed,car_new,332,500_to_1000,1_to_4,2,male,none,3,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
421,less_0,9,prior_payments_delayed,car_new,1099,less_100,1_to_4,3,female,none,1,savings_insurance,30,stores,own,1,skilled,1,none,yes,No Risk
422,less_0,9,prior_payments_delayed,car_new,2274,less_100,1_to_4,2,male,none,3,car_other,31,none,rent,1,skilled,2,none,yes,Risk
423,less_0,9,prior_payments_delayed,car_new,4609,less_100,1_to_4,3,male,none,2,savings_insurance,36,none,rent,1,skilled,2,none,yes,No Risk
424,less_0,9,prior_payments_delayed,car_used,2376,less_100,1_to_4,2,male,none,3,savings_insurance,41,bank,rent,2,unskilled,1,none,yes,Risk
425,less_0,9,prior_payments_delayed,vacation,4783,less_100,less_1,2,female,none,1,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
426,less_0,10,all_credits_paid_back,appliances,2296,less_100,unemployed,2,female,none,1,savings_insurance,26,bank,rent,1,unskilled,1,none,yes,No Risk
427,less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
428,less_0,10,all_credits_paid_back,car_new,762,less_100,1_to_4,1,female,none,2,savings_insurance,27,stores,own,1,skilled,1,none,yes,No Risk
429,less_0,10,all_credits_paid_back,car_new,3503,less_100,less_1,2,female,none,2,savings_insurance,24,none,own,1,skilled,1,yes,yes,No Risk
430,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,savings_insurance,27,stores,own,3,unskilled,2,yes,yes,No Risk
431,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,savings_insurance,36,none,rent,2,skilled,1,none,yes,No Risk
432,less_0,10,all_credits_paid_back,car_used,259,100_to_500,1_to_4,2,female,none,2,real_estate,29,none,own,1,skilled,1,yes,yes,No Risk
433,less_0,10,all_credits_paid_back,furniture,3251,less_100,unemployed,2,female,none,3,savings_insurance,27,none,rent,3,skilled,2,none,yes,Risk
434,less_0,10,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,No Risk
435,less_0,10,credits_paid_to_date,furniture,2005,100_to_500,1_to_4,3,male,none,3,car_other,34,stores,own,1,skilled,1,none,yes,No Risk
436,less_0,10,prior_payments_delayed,car_used,250,less_100,1_to_4,2,male,none,3,car_other,27,none,own,2,skilled,2,yes,yes,No Risk
437,less_0,10,prior_payments_delayed,furniture,3633,less_100,less_1,3,male,none,3,car_other,28,none,rent,1,skilled,1,none,yes,No Risk
438,less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,3,male,none,3,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,No Risk
439,less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk
440,less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
441,less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
442,less_0,11,all_credits_paid_back,car_new,259,less_100,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
443,less_0,11,all_credits_paid_back,car_new,996,less_100,1_to_4,2,female,none,2,real_estate,32,bank,rent,1,unemployed,1,none,yes,No Risk
444,less_0,11,all_credits_paid_back,car_used,261,less_100,unemployed,2,female,none,1,real_estate,20,none,rent,2,skilled,1,none,yes,No Risk
445,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,40,stores,own,1,skilled,1,yes,yes,No Risk
446,less_0,11,all_credits_paid_back,radio_tv,340,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
447,less_0,11,all_credits_paid_back,vacation,598,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,34,stores,rent,1,skilled,1,none,yes,No Risk
448,less_0,11,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes,No Risk
449,less_0,11,credits_paid_to_date,car_new,2083,less_100,less_1,2,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
450,less_0,11,prior_payments_delayed,car_new,1216,less_100,4_to_7,2,male,none,2,savings_insurance,42,none,own,2,skilled,1,yes,yes,No Risk
451,less_0,11,prior_payments_delayed,car_new,1729,less_100,1_to_4,3,male,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,Risk
452,less_0,11,prior_payments_delayed,car_new,2753,less_100,unemployed,2,male,none,3,car_other,23,none,rent,1,skilled,1,none,yes,No Risk
453,less_0,11,prior_payments_delayed,furniture,250,less_100,1_to_4,2,female,none,3,savings_insurance,21,bank,rent,1,unskilled,1,yes,yes,No Risk
454,less_0,11,prior_payments_delayed,furniture,1395,less_100,4_to_7,3,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk
455,less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk
456,less_0,12,all_credits_paid_back,appliances,3796,100_to_500,4_to_7,3,female,none,2,car_other,35,bank,rent,2,unemployed,1,yes,yes,No Risk
457,less_0,12,all_credits_paid_back,car_new,536,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
458,less_0,12,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,3,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
459,less_0,12,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,1,savings_insurance,20,stores,own,1,skilled,1,none,yes,No Risk
460,less_0,12,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,No Risk
461,less_0,12,all_credits_paid_back,car_used,916,less_100,less_1,2,female,co-applicant,2,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
462,less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,female,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk
463,less_0,12,all_credits_paid_back,furniture,250,less_100,unemployed,2,female,none,2,savings_insurance,27,bank,rent,1,unemployed,2,yes,yes,No Risk
464,less_0,12,all_credits_paid_back,furniture,1293,less_100,less_1,1,female,none,1,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk
465,less_0,12,all_credits_paid_back,furniture,1329,less_100,less_1,1,female,none,1,savings_insurance,34,stores,own,3,skilled,1,none,yes,Risk
466,less_0,12,no_credits,car_new,3037,less_100,less_1,1,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk
467,less_0,12,prior_payments_delayed,car_new,250,greater_1000,4_to_7,1,female,co-applicant,2,real_estate,25,stores,rent,1,unskilled,1,yes,yes,No Risk
468,less_0,12,prior_payments_delayed,car_new,250,greater_1000,less_1,1,female,none,2,real_estate,22,bank,rent,1,unemployed,1,none,yes,No Risk
469,less_0,13,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,2,female,none,3,savings_insurance,22,stores,own,1,skilled,1,none,yes,No Risk
470,less_0,13,all_credits_paid_back,car_new,2436,less_100,less_1,2,female,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
471,less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes,No Risk
472,less_0,13,all_credits_paid_back,furniture,250,less_100,less_1,2,female,none,1,savings_insurance,26,stores,rent,1,unskilled,1,none,yes,No Risk
473,less_0,13,credits_paid_to_date,car_used,250,500_to_1000,unemployed,1,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
474,less_0,13,prior_payments_delayed,car_new,294,less_100,4_to_7,2,male,none,3,car_other,41,bank,rent,1,unskilled,1,none,yes,No Risk
475,less_0,13,prior_payments_delayed,car_used,1401,less_100,4_to_7,2,male,none,3,unknown,44,stores,own,1,skilled,1,none,yes,Risk
476,less_0,13,prior_payments_delayed,furniture,2438,less_100,1_to_4,2,female,none,3,car_other,36,stores,rent,1,skilled,1,none,yes,No Risk
477,less_0,14,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,male,none,2,savings_insurance,24,stores,own,1,skilled,1,none,yes,No Risk
478,less_0,14,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,Risk
479,less_0,14,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
480,less_0,14,all_credits_paid_back,car_new,496,less_100,4_to_7,3,female,none,1,real_estate,34,stores,rent,1,skilled,1,none,yes,No Risk
481,less_0,14,all_credits_paid_back,car_used,1872,less_100,less_1,2,female,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
482,less_0,14,all_credits_paid_back,furniture,868,less_100,1_to_4,3,female,none,3,real_estate,23,bank,rent,2,unemployed,1,none,yes,No Risk
483,less_0,14,all_credits_paid_back,furniture,1784,less_100,unemployed,1,female,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk
484,less_0,14,credits_paid_to_date,furniture,1157,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,No Risk
485,less_0,14,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk
486,less_0,14,no_credits,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
487,less_0,14,prior_payments_delayed,furniture,1072,less_100,1_to_4,1,male,none,3,savings_insurance,32,stores,own,1,skilled,1,none,yes,No Risk
488,less_0,14,prior_payments_delayed,retraining,2826,less_100,4_to_7,2,male,co-applicant,2,car_other,46,stores,free,2,unskilled,1,yes,yes,No Risk
489,less_0,15,credits_paid_to_date,appliances,816,less_100,4_to_7,2,female,none,1,savings_insurance,26,none,own,1,skilled,1,none,yes,No Risk
490,less_0,15,credits_paid_to_date,car_new,466,less_100,unemployed,2,female,none,3,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk
491,less_0,15,credits_paid_to_date,furniture,250,500_to_1000,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
492,less_0,15,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,2,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,No Risk
493,less_0,15,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,2,savings_insurance,27,none,own,1,skilled,1,yes,yes,Risk
494,less_0,15,prior_payments_delayed,furniture,1163,less_100,4_to_7,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,none,yes,No Risk
495,less_0,15,prior_payments_delayed,furniture,2746,500_to_1000,greater_7,3,male,none,1,car_other,41,stores,own,2,skilled,1,none,yes,No Risk
496,less_0,15,prior_payments_delayed,furniture,4496,less_100,1_to_4,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,yes,yes,No Risk
497,less_0,15,prior_payments_delayed,radio_tv,250,less_100,4_to_7,2,male,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,No Risk
498,less_0,15,prior_payments_delayed,radio_tv,904,100_to_500,1_to_4,3,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,No Risk
499,less_0,15,prior_payments_delayed,radio_tv,1391,less_100,less_1,1,female,none,1,car_other,34,stores,rent,1,skilled,1,none,yes,No Risk
500,less_0,15,prior_payments_delayed,radio_tv,6090,500_to_1000,greater_7,4,male,none,3,car_other,49,none,own,2,skilled,1,none,yes,No Risk
501,less_0,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,female,none,3,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
502,less_0,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
503,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,1,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
504,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,male,none,2,car_other,29,none,own,2,skilled,1,none,yes,No Risk
505,less_0,16,credits_paid_to_date,furniture,250,less_100,unemployed,2,male,none,3,savings_insurance,26,none,rent,1,skilled,1,none,yes,No Risk
506,less_0,16,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,2,savings_insurance,19,stores,own,1,unskilled,1,none,yes,Risk
507,less_0,16,credits_paid_to_date,vacation,3109,less_100,4_to_7,3,female,none,1,car_other,36,none,own,2,skilled,1,none,yes,No Risk
508,less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,1,male,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes,Risk
509,less_0,16,prior_payments_delayed,appliances,5474,less_100,1_to_4,2,female,none,1,unknown,34,stores,rent,1,skilled,1,none,yes,No Risk
510,less_0,16,prior_payments_delayed,car_new,3009,500_to_1000,less_1,3,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,Risk
511,less_0,16,prior_payments_delayed,car_used,653,less_100,4_to_7,3,female,co-applicant,3,car_other,24,bank,own,1,unemployed,1,none,yes,No Risk
512,less_0,16,prior_payments_delayed,furniture,3457,less_100,1_to_4,3,male,co-applicant,3,unknown,51,none,own,1,skilled,1,yes,yes,No Risk
513,less_0,16,prior_payments_delayed,radio_tv,1332,greater_1000,1_to_4,2,male,co-applicant,2,car_other,38,stores,own,2,skilled,1,yes,yes,Risk
514,less_0,16,prior_payments_delayed,retraining,1781,less_100,4_to_7,3,female,none,3,car_other,35,stores,rent,1,skilled,1,none,yes,No Risk
515,less_0,17,all_credits_paid_back,car_used,2817,less_100,1_to_4,2,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,No Risk
516,less_0,17,credits_paid_to_date,car_new,1382,less_100,less_1,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
517,less_0,17,credits_paid_to_date,car_new,1880,less_100,less_1,3,female,co-applicant,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
518,less_0,17,credits_paid_to_date,car_used,2624,less_100,4_to_7,3,male,none,2,car_other,33,none,own,2,skilled,1,yes,yes,Risk
519,less_0,17,prior_payments_delayed,car_new,250,100_to_500,1_to_4,2,female,none,2,real_estate,34,stores,rent,1,skilled,1,none,yes,No Risk
520,less_0,17,prior_payments_delayed,radio_tv,1721,100_to_500,1_to_4,3,male,none,3,car_other,29,bank,rent,2,unskilled,1,yes,yes,No Risk
521,less_0,18,credits_paid_to_date,car_used,424,less_100,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk
522,less_0,18,credits_paid_to_date,furniture,1149,less_100,less_1,3,female,co-applicant,2,real_estate,44,stores,own,2,unskilled,1,yes,yes,No Risk
523,less_0,18,no_credits,vacation,293,less_100,less_1,1,female,none,1,savings_insurance,24,stores,rent,1,skilled,1,none,yes,No Risk
524,less_0,18,prior_payments_delayed,car_new,1661,100_to_500,1_to_4,2,female,co-applicant,3,car_other,35,bank,own,2,unskilled,1,yes,yes,No Risk
525,less_0,18,prior_payments_delayed,furniture,1079,less_100,less_1,1,female,none,2,real_estate,35,stores,own,2,skilled,2,yes,yes,No Risk
526,less_0,18,prior_payments_delayed,radio_tv,250,500_to_1000,greater_7,3,male,co-applicant,3,car_other,36,stores,rent,1,unskilled,1,yes,yes,Risk
527,less_0,19,all_credits_paid_back,car_used,1682,100_to_500,4_to_7,3,male,none,3,real_estate,36,none,own,1,skilled,1,none,yes,No Risk
528,less_0,19,credits_paid_to_date,car_used,1248,500_to_1000,1_to_4,3,female,none,3,car_other,27,stores,own,1,skilled,2,none,yes,No Risk
529,less_0,19,credits_paid_to_date,car_used,2634,less_100,less_1,1,male,none,1,real_estate,23,stores,own,1,unskilled,1,none,yes,No Risk
530,less_0,19,credits_paid_to_date,car_used,3730,500_to_1000,4_to_7,3,female,co-applicant,2,savings_insurance,25,bank,own,1,unemployed,1,yes,yes,No Risk
531,less_0,19,credits_paid_to_date,furniture,1722,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,No Risk
532,less_0,19,credits_paid_to_date,radio_tv,4040,less_100,4_to_7,3,male,none,3,savings_insurance,31,none,own,2,skilled,1,yes,yes,Risk
533,less_0,19,credits_paid_to_date,repairs,250,less_100,less_1,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
534,less_0,19,credits_paid_to_date,vacation,1417,less_100,less_1,3,female,none,1,car_other,33,none,rent,1,skilled,1,none,yes,No Risk
535,less_0,19,credits_paid_to_date,vacation,3268,less_100,1_to_4,3,female,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk
536,less_0,19,prior_payments_delayed,appliances,3691,500_to_1000,1_to_4,3,male,co-applicant,4,savings_insurance,34,none,own,1,skilled,1,yes,yes,Risk
537,less_0,19,prior_payments_delayed,furniture,250,less_100,less_1,2,male,none,3,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk
538,less_0,20,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
539,less_0,20,credits_paid_to_date,car_new,2986,less_100,1_to_4,3,male,none,2,real_estate,47,none,own,1,skilled,1,yes,yes,No Risk
540,less_0,20,credits_paid_to_date,car_new,3786,less_100,less_1,3,male,co-applicant,3,real_estate,35,none,own,2,skilled,1,none,yes,No Risk
541,less_0,20,credits_paid_to_date,car_used,2218,less_100,1_to_4,3,male,none,2,savings_insurance,21,bank,rent,1,unemployed,1,none,yes,No Risk
542,less_0,20,credits_paid_to_date,furniture,3801,500_to_1000,1_to_4,2,female,none,1,car_other,22,bank,own,1,unemployed,1,yes,yes,No Risk
543,less_0,20,credits_paid_to_date,furniture,4264,less_100,less_1,2,male,none,2,car_other,25,none,own,1,skilled,1,none,yes,No Risk
544,less_0,20,credits_paid_to_date,retraining,250,500_to_1000,4_to_7,1,male,none,2,car_other,28,stores,rent,1,unskilled,1,none,yes,No Risk
545,less_0,20,credits_paid_to_date,retraining,4595,less_100,4_to_7,3,male,none,3,savings_insurance,37,bank,own,1,unemployed,1,none,yes,No Risk
546,less_0,20,prior_payments_delayed,car_used,250,less_100,4_to_7,2,female,none,2,savings_insurance,23,stores,own,1,unskilled,1,none,yes,No Risk
547,less_0,20,prior_payments_delayed,car_used,1179,less_100,1_to_4,2,female,co-applicant,2,car_other,55,stores,free,1,unskilled,1,yes,yes,Risk
548,less_0,20,prior_payments_delayed,furniture,1699,100_to_500,1_to_4,3,male,none,3,car_other,27,none,own,2,skilled,1,none,yes,No Risk
549,less_0,21,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
